台本,2s視聴率,CTR,CVR,CV数,CTR×CVR
"""誰でも月15万稼げるようになる方法
教えちゃいます！""
""使うのは
ChatGPTとKlingAIだけ""
""まずはChatGPTで
もとになる画像を生成するよ""
""作りたい画像の
特徴を打つだけで
はい完成！""
""アイディアが思いつかなかったら
それもChatGPTに聞いてみて！""
""次にKlingAIで
生成した画像を動かしていくよ""
してほしい動きをここに入れて…
""これだけで
バズる動画の完成！""
""こういうAIの使い方って
知ってるかどうかで10倍差が付くけど""
""自分で勉強するのは
正直難しいです""
""なので、まじでAI使って仕事楽にしたい人は
このセミナー無料で参加できるので行ってください""
""たった2時間でAIの使い方から
月10万稼ぐ方法とかも知れるんで""
控えめに言って神です
実際に、この無料セミナーに参加した人の中には
""4ヶ月で月収100万とか
約1ヶ月で250万稼いでる人もいます""
""実はこれ、あのキングコング西野さんも認めた 
AI専門家の木内さんが運営しているセミナーで""
""木内さんの『日本をAI先進国に』という想いから
今だけ完全無料らしいです""
しかも今だけ参加者限定で
""「AI副業案件集」などの豪華12大特典がもらえるから
明日から仕事楽にできちゃいます""
""オンラインで顔出し不要なので、
誰でも気軽に参加できます""
枠が埋まったら即終了なので、
""AI身につけたい人は今すぐLINE追加して
無料セミナー予約したらいいんじゃないっすか""",0.11%,1.97%,5.41%,2,0.107%
"""A：はぁ～、今月ほんとにヤバいかも...
B：そうだよね
A：子供にもっと習い事とかさせてあげたいけど、そんな余裕ないし
B：分かる...
A：ゆかりちゃんちは最近どう...？""
B： そうだね...でも最近ちょっと余裕ができたかな(603万→605万）+20,000
A：え、てかさっきからなんで数字増えてるの？（150万）
B： 実は...半年前から副業始めて（605万→606万）+10,000
A： えっ副業？！パートとか？（150万）
B： ううん、AI副業。それで最近ちょっと余裕出てきて...（606万→608万）（+20,000）
A： AI副業？何それ？稼げるの？（150万）
B： こうしてる間もAIが自動で稼いでくれてる、ほら！（608万→610万）（+20,000)）
A： え、もう10万も増えてるじゃん！どこで覚えたのそんなの？
B： SHIFT AIっていうところの無料セミナーで教えてもらったの
A： 無料？怪しくない？
B： 私も最初そう思ったけど...AI専門家の木内さんって人がやってて、あのキングコング西野さんも認めてる人らしいんだよね。
B： 2時間だけで、私みたいなパソコン苦手な人にも、１から全部教えてくれるの。
A：まじか。。！
B：今ではたまに外食もできるようになったよ
A： すごすぎる...
B： しかも今なら無料でAI副業案件集とかの特典ももらえるらしい
B： 人気で申し込みが殺到してるみたいだから、興味あるなら早めに申し込んだ方がいいかも",0.07%,2.03%,3.64%,2,0.074%
"""ほんっと
いくら働いても""	
全然給料上がんないよな...	
	そうだよな～
""老後2,000万必要って言うけど
これじゃ全然貯まらないって""	
	それな
藤井は最近どうなん？	
	""俺？そうだね。
でも最近ちょっと
余裕ができたかな""
""え、てかさっきから
頭の上の数字増えてるけど
年収680万って何？""	
	実は半年前から副業始めて
えっ副業？動画編集とか？	
	""いや、AI副業
それで最近
ちょっと余裕出てきたんよな""
""AI副業？何それ？
稼げるの？""	
	""うん、こうしてる間も
AIが自動で稼いでくれてる
ほら。
年収も上がってく""
""え、、ただ座ってるだけなのに。。
どこで覚えたの？
そんなの？""	
	""SHIFT AIっていうところの
無料セミナー""
無料？怪しくね？	
	""俺も最初そう思ったけど
AI専門家の木内さんって人がやってて""
	""あのキングコング西野さんも
認めてる人らしくてさ""
	""2時間だけで
俺みたいなAI初心者にも
1から全部教えてくれた""
マジか。。。	
	最近新車も買っちゃったんだよね
え、すご！	
	""しかも今なら
無料でAI副業案件集とかの
特典ももらえるらしい""
	""人気で申込が
殺到してるみたいだから""
	""興味あるなら
早めに申し込んだ方がいいぞ""",0.02%,1.85%,1.22%,1,0.023%
"はぁ、また今日も終電まで残業か...
給料も上がらないし、将来どうなるんだろう。
久しぶり。私は5年後の君だよ。警告しに来た。
5年後の俺？
これが5年後の君の現実だ。
AIに仕事を奪われて、収入激減。
なぜこんなことが...
AIを学ばずに、時代に取り残されたから。
こんな未来が待ってるのか...
でも、SHIFT AIでAI副業を学んでいれば、
月収3倍、完全自由な生活を手に入れた。
たった2時間のセミナーで、こんなに変わるなんて。
何もしないと未来は暗いまま。
AIを味方につければ、未来は変わる。
AI専門家の木内翔太先生の無料セミナーで全部教えてくれる。
このチャンスを逃したら手遅れだぞ。
こんな未来は嫌だ！
次会う時は、自由な君でいてくれ。
SHIFT AIの無料セミナーに参加して、未来を変えませんか？
今すぐ動画下から詳細確認してください。",0.02%,1.64%,1.02%,1,0.017%
"""速報です。
30代主婦の私でも月15万稼げる方法が判明しました""
試してみたんですけど、本当に稼げるようになりました  
それがこのセミナー(講座)ですね
""たった2時間でAIの使い方から
月15万稼ぐ方法とかまで知れるんで""
控えめに言って神です
""パソコン全然できなかったので正直不安だったんですけど、
初心者特化の内容なので大丈夫でした""
これなんでかっていうと
AIバブルで、いまAI人材の需要がとても上がってるかららしいんですよね
""実際に、この無料セミナーに参加した人の中には
1ヶ月で月収20万とか、4ヶ月で80万稼いでる人もいるらしいです""
""実はこれ、あのキングコング西野さんも認めた
AI専門家の木内さんが運営しているセミナーで""
通常10000円のところ、今だけ完全無料みたいなんですよね
しかも今だけ参加者限定で 「AI副業案件集」などの豪華12大特典がもらえるんで、 明日から収益化できちゃいます
""さらに、オンラインで顔出し不要なので、
誰でも気軽に参加できます""
枠が埋まったら即終了なので、
""AI身につけたい人は今すぐLINE追加して
無料セミナー予約してみてください""",0.07%,1.48%,5.00%,1,0.074%
"""まだChatGPTしか使ってない人
正直時代遅れです""
""1つ目はGemini
Googleが開発した最強のAIで、ChatGPTより多くの情報を処理することができ、1時間の動画をたった5分で要約できる""
""2つ目はGrok
Xの最新投稿をもとに鮮度の高い情報を知れて、10分で最新トレンドの収集や分析ができる""
このような最新のAIの情報をどこで入手したらいいか正直分からない人が多い
そこで日本最大級のAIコミュニティの無料AIセミナーが現在開催中
""実はこの無料セミナー
AI専門家の木内さんが運営していて、""
話題のAIの最新情報から仕事への活用術まで教えてくれるから、明日からの仕事が10倍楽に
""実際に参加した人からは
具体的なAIの最新情報が聞ける
セミナーの質が高いとの声も""
""今だけ参加者限定で
AIツール辞典を含む豪華12大特典がもらえる""
""既に100,000人が参加した超人気無料セミナーなので
枠が埋まる前にLINE追加して予約""",0.04%,3.41%,1.32%,1,0.045%
"""ChatGPTで
楽に月5万稼ぎたい人は
この動画をぜっっっったい見てください！！""
""実はもう
「AIを使いこなせる人」と
「使えない人」の生産性に
10倍差がついているんです""
""でもAIって難しそうで
自分で勉強するのは
大変そうですよね？""
""なのでマジでAI使って
副業したい人は""
""このセミナー
無料で参加できるので行ってみてください""
""たった2時間で
AIの使い方から
月10万稼ぐ方法とかも
知れるんで""
マジですごいんです
""この無料セミナーに
参加した人の中には""
""4ヶ月で月収100万とか
約1ヶ月で250万稼いでる人もいるんです""
""実はこれ
AI専門家の木内さんが
運営しているセミナーで""
""木内さんの
「日本をAI先進国に」
という想いから""
今だけ完全無料なんです
""しかも今だけ
AIツール辞典を含む
豪華12大特典がもらえちゃうんで""
明日からお金稼げちゃいます
""オンラインで
顔出し不要なので""
誰でも気軽に参加できます
""枠が埋まったら即終了なので
AI身に着けたい人は今すぐここのLINEを追加してみてください！""",0.02%,1.69%,1.11%,1,0.019%
"初月から収益出せる副業ってありますか？
あります！
日本の10人に1人が副業してるっていうデータがあって
その中でちゃんと稼げる人ってほんの一握りしかいないんですけど
""今回僕がめちゃめちゃ分かりやすく
副業での稼ぎ方を
教えてあげます""
""結論、AI使ってください
っていうのも例えば9時から18時まで働いて、自分の時間できるのが21時くらいだとして、そこから1時間でできる副業ってAI副業だけなんですよね""
じゃあ実際にどうやって稼ぐかって言うと、一番簡単なのはこんな感じの動画を作ってTikTokとかYouTubeに投稿することです。
TikTokなら再生単価0.05円くらいだから、この500万再生された動画一本で25万稼げちゃってます
これやり方さえ知ってれば誰でも10分くらいで作れちゃうんですけど
具体的にどのAIをどうやって使えばいいのかって調べてもなかなか分からないじゃないですか
なので本気でAI使って月10万以上稼ぎたいならここの無料セミナーだけでも行ってみてください
これはAI専門家の木内さんが運営している
今まで10万人以上が参加した「完全無料」「たった2時間」「オンライン顔出しなし」のAIセミナーです
実際にこのセミナーに参加した人で
""始めて4ヶ月で100万稼いだ人や
1ヶ月で250万稼いでる人もいます""
副業したいけど何からやったらいいか分からないって人は
詳細からLINE追加して無料セミナー参加してきてください",0.03%,0.91%,3.45%,1,0.031%
"""無駄な隙間時間活用したい人、
長く稼げるスキル欲しい人、
10年後も通用するスキル欲しい人、
本業超える収入欲しい人、
月20万以上稼げるスキル欲しい人、
今より稼げる副業探してる人、
今の収入じゃ足りない人、
次世代技術に興味ある人
新しいツール触るの好きって人、""
""この副業絶対天職
１分で紹介します""
私がやった副業、それはAI使った副業
とはいえAI副業って、難しそうなイメージじゃないですか
でも実際のAI副業は、誰でもできる身近な副業なんです
ではなんでAI？って思うかもしれませんが、
AI人材の市場規模ってこの5年で180兆円になるって言われていて、
企業がAI人材を欲しがってるのに、使いこなせる人が足りないから需要過多になってるんですね。
""なので1案件10万〜50万の高単価で依頼が来るから
稼ぎやすさが他の副業と比べて段違いなんです""
そんな中、あのキングコング西野さんも認めたAI専門家の木内さんが、たった2時間で、しかも無料でAIの使い方から月10万稼ぐ方法まで教えてくれるんです。
実際、参加した人の中には4ヶ月で月収100万、1ヶ月で250万稼いでる人もいるらしいんですよね
私は本業があったので、隙間時間だけでやったけど、それでも月30万はゲットできました
しかも今ならこの無料セミナーに加えて、
AI副業案件集とかの12大特典も無料でもらえるらしいから、
予約が埋まる前に今すぐ詳細チェックしてみて",0.05%,0.88%,5.56%,1,0.049%
"ちょっとさ...相談があるんだけど
これ見て
え、なにこれ
100万円
え、、、
""実は
半年前から副業始めて""
え、副業？パートとか？
""私はね、AI副業ってやつ
それで最近ちょっと余裕出てきて""
""AI副業？何それ？稼げるの？
今月20万くらい稼げて""
""20万!?うそでしょ!?
どこで覚えたのそんなの？""
""SHIFT AIっていうところの
無料セミナーで教えてもらったの""
無料？怪しくない？
私も最初そう思ったけど
""AI専門家の木内さんって人がやってて、
あのキングコング西野さんも認めてる人らしいんだよね""
""2時間だけで、
私みたいなパソコン苦手な人にも
1から全部教えてくれるの""
マジか！すごすぎる。。。
""しかも今なら無料で
AI副業案件集とかの特典も
もらえるらしい""
""人気で申し込みが
殺到してるみたいだから、""
""興味あるなら早めに
申し込んだ方がいいかも""",0.01%,1.76%,0.74%,1,0.013%
"春田さんAIって知ってますか？
あぁ知ってるぞ！Storyが有名だな！
""あー、それは歌手の方ですね。
もう今の時代、AIで副業を始める人も多いらしいですけど""
それは稼げるのか？
ドケチな春田さんなら食いついてくると思いました
一本釣られた
一本取られたみたいに言わないでください
へっ
AI副業はただの副業とは違ってほぼ自動で5万10万と稼げるみたいですよ
皆さん、この男に騙されないでください
""別に騙そうとはしてないんですけどもね
""
どこでAI使えるようになるんだ？
""やる満々じゃねぇか！
SHIFT AIの無料セミナーに参加したらたった2時間でAIの使い方から月10万稼ぐ方法が教えてもらえるらしいですよ""
なぬ！！
""実際に参加した人で
1ヵ月で20万とか
4ヶ月で100万稼いでる人もいて""
（なんか入れる）
あのキングコング西野さんも認めたAI専門家の木内さんが運営してるセミナーで
""木内さんの「日本をAI先進国に」という想いから
10,000円相当のセミナーが今だけ完全無料らしいですよ""
（なんかいれたい）
しかも今だけ参加者限定で豪華特典もついてくるらしいです
これまで10万人以上が参加した人気無料セミナーなのでAI使って稼ぎたい人は詳細をチェックしてみてください
バーイ",0.03%,1.52%,2.22%,1,0.034%
"はぁ...通勤時間ってほんともったいないよなぁ...



この時間も何か稼げたらいいのに

 分かります...

 田中さんもお家遠くて、毎日ほんと時間無駄にしてますよね

そうなんです...でも実は最近ちょっと変わって

 え？

 実は...半年前から副業始めて

副業？！電車で？

 そうです、AI副業。それで通勤時間も無駄にならなくなって...

 AI副業？何それ、稼げるんですか？

 こうやって電車乗ってる間もスマホだけでAIが勝手に稼いでくれてるんです

 え、今も？どこで覚えたんですかそんなの

 SHIFT AIっていうところの無料セミナーで教えてもらったんです

 無料？怪しくないですか？

 僕も最初そう思ったんですけど...AI専門家の木内さんって人がやってて、あのキングコング西野さんも認めてる人らしいんです

 へぇ...

 たった2時間で、僕みたいなパソコン苦手な人にも、１から全部教えてくれるんですよね

 すごいですね...

 今では通勤時間が楽しみになりましたよ

 いいなぁ...

 しかも今なら無料でAI副業案件集とかの特典ももらえるらしいんですけど、
 人気で申し込みが殺到してるみたいだから、興味あるなら早めに申し込んだ方がいいかも


",0.01%,1.49%,0.79%,1,0.012%
"""貯金額が可視化されたらどうなるのか
 もう...ほんっと今月カツカツでさ...（150万）
 そうだよね...（600万→601万）+10,000
 給料全然変わんないのに、ほんとに最近物価高くて...（150万）
 分かる...（601万→603万）+20,000みたいな
ゆかりさんちは最近どう...？（150万）""
""貯金額が可視化されたらどうなるのか
夫の給料ほんっと低すぎる...（150万）
 そうだよね...（600万→601万）+10,000
 給料全然変わんないのに、ほんとに最近物価高くて...（150万）
 分かる...（601万→603万）+20,000みたいな
ゆかりさんちは最近どう...？（150万）""
""貯金額が可視化されたらどうなるのか
老後資金、ほんと全然貯まらないわ...（450万）
 そうだよね...（1300万→1301万）+10,000
2000万必要って言うけど、このペースじゃ無理よ（450万）
 分かる...（1301万→1303万）+20,000みたいな
 〇〇さんちは最近どう...？（450万）""
 そうだね...でも最近ちょっと余裕ができたかな(603万→605万）+20,000
え、てかさっきからなんで数字増えてるの？（150万）
 実は...半年前から副業始めて（605万→606万）+10,000
 えっ副業？！パートとか？（150万）
 ううん、AI副業。それで最近ちょっと余裕出てきて...（606万→608万）（+20,000）
 AI副業？何それ？稼げるの？（150万）
 こうしてる間もAIが自動で稼いでくれてる、ほら！（608万→610万）（+20,000)）
 え、もう10万も増えてるじゃん！どこで覚えたのそんなの？
 SHIFT AIっていうところの無料セミナーで教えてもらったの
 無料？怪しくない？
 私も最初そう思ったけど...AI専門家の木内さんって人がやってて、あのキングコング西野さんも認めてる人らしいんだよね。
 2時間だけで、私みたいなパソコン苦手な人にも、１から全部教えてくれるの。
まじか。。！
今ではたまに外食もできるようになったよ
 すごすぎる...
 しかも今なら無料でAI副業案件集とかの特典ももらえるらしい
 人気で申し込みが殺到してるみたいだから、興味あるなら早めに申し込んだ方がいいかも",0.07%,2.63%,2.70%,1,0.071%
"はぁ...通勤時間ってほんともったいないよなぁ...



この時間も何か稼げたらいいのに

 分かります...

 田中さんもお家遠くて、毎日ほんと時間無駄にしてますよね

そうなんです...でも実は最近ちょっと変わって

 え？

 実は...半年前から副業始めて

副業？！電車で？

 そうです、AI副業。それで通勤時間も無駄にならなくなって...

 AI副業？何それ、稼げるんですか？

 こうやって電車乗ってる間もスマホだけでAIが勝手に稼いでくれてるんです

 え、今も？どこで覚えたんですかそんなの

 SHIFT AIっていうところの無料セミナーで教えてもらったんです

 無料？怪しくないですか？

 僕も最初そう思ったんですけど...AI専門家の木内さんって人がやってて、あのキングコング西野さんも認めてる人らしいんです

 へぇ...

 たった2時間で、僕みたいなパソコン苦手な人にも、１から全部教えてくれるんですよね

 すごいですね...

 今では通勤時間が楽しみになりましたよ

 いいなぁ...

 しかも今なら無料でAI副業案件集とかの特典ももらえるらしいんですけど、
 人気で申し込みが殺到してるみたいだから、興味あるなら早めに申し込んだ方がいいかも


",0.06%,1.92%,3.33%,1,0.064%
