台本,2s視聴率,CTR,CVR,CV数,CTR×CVR
"月10万円安定して稼げる副業ってありますか？
あります！
日本の10人に1人が副業してるっていうデータがあって
その中でちゃんと稼げる人ってほんの一握りしかいないんですけど
""今回僕がめちゃめちゃ分かりやすく
副業での稼ぎ方を
教えてあげます""
""結論、AI使ってください
っていうのも例えば9時から18時まで働いて、自分の時間できるのが21時くらいだとして、そこから1時間でできる副業ってAI副業だけなんですよね""
じゃあ実際にどうやって稼ぐかって言うと、一番簡単なのはこんな感じの動画を作ってTikTokとかYouTubeに投稿することです。
TikTokなら再生単価0.05円くらいだから、この500万再生された動画一本で25万稼げちゃってます
これやり方さえ知ってれば誰でも10分くらいで作れちゃうんですけど
具体的にどのAIをどうやって使えばいいのかって調べてもなかなか分からないじゃないですか
なので本気でAI使って月10万以上稼ぎたいならここの無料セミナーだけでも行ってみてください
これはAI専門家の木内さんが運営している
今まで10万人以上が参加した「完全無料」「たった2時間」「オンライン顔出しなし」のAIセミナーです
実際にこのセミナーに参加した人で
""始めて4ヶ月で100万稼いだ人や
1ヶ月で250万稼いでる人もいます""
副業したいけど何からやったらいいか分からないって人は
詳細からLINE追加して無料セミナー参加してきてください",0.11%,1.48%,7.14%,13,0.105%
"""８時間かかる仕事が
AIで30分で終わる時代に""
""実はもう『AIを使いこなせる人』と『使えない人』
の生産性に10倍差がついてます""
""でもAIって難しそうで、
自分で勉強するのは面倒ですよね""
""なので、まじでAI使って仕事楽にしたい人は
このセミナー無料で参加できるので行ってください""
""たった2時間でAIの使い方から
月10万稼ぐ方法とかも知れるので""
控えめに言って神です
実際に、この無料セミナーに参加した人の中には
""4ヶ月で月収100万とか
約1ヶ月で250万稼いでる人もいます""
""実はこれ、あのキングコング西野さんも認めた 
AI専門家の木内さんが運営しているセミナーで""
""木内さんの『日本をAI先進国に』という想いから
今だけ完全無料らしいです""
しかも今だけ参加者限定で
""『AI副業案件集』などの12大特典がもらえるので、
明日から仕事楽にできちゃいます""
""オンラインで顔出し不要なので、
誰でも気軽に参加できます""
枠が埋まったら即終了なので、
""AI身につけたい人は今すぐLINE追加して
無料セミナー予約してみてください""",0.11%,1.62%,6.95%,13,0.113%
"""旦那の給料低すぎ
うちも今月カツカツすぎてやばい
私今月からAI副業始めました
（AI副業？何それ稼げるの？）""
実はもうAIを使える主婦は、家事の合間に旦那の2倍稼いでます
でもAIって難しそうだし、家事忙しすぎてAI勉強する時間なんてないじゃないですか
なので、今の旦那の給料に不満がある人はこのセミナー無料で参加できるので試してみてください
たった2時間でAIの使い方から月10万稼ぐ方法とかも知れたので、参加して大正解でした
""実際に、この無料セミナーに参加した人の中には
2週間で7万とか1ヶ月で20万稼いでる人もいます""
""実はこれXのフォロワーが10万人以上いる
AI専門家の木内さんが運営してるセミナーで""
""木内さんの「日本をAI先進国に」という想いから
今だけ完全無料で参加できるらしいです""
""しかも今だけ参加者限定で
「AI副業案件集」などの12大特典がもらえるんで、
次の日から収益化目指せちゃいます""
オンラインで顔出し不要なので、そういうのが苦手な人でも安心です
これまで10万人以上が参加した人気無料セミナーなので、AIで旦那の給料超えたい人はLINE追加して無料セミナー予約してみてください
これまで10万人以上が参加した人気無料セミナーなので、AIで旦那の給料超えたい人は詳細から無料セミナー予約してみてください",0.10%,1.75%,5.56%,13,0.097%
"【優しいモラハラ夫vsAI副業を始めた妻】	
何やってんだよおい！	
""お前いつも稼ぎすぎなんだよ
頭上がらねえよ""	
""しかもなんなんだよAI副業って
これ以上頑張るなって言っただろ！""	
	""いや、空いてる時間にパソコン開いて
コピペしてるだけなんです...
とっても簡単で...""
""あ？
いつも旨い飯作ってくれて
幼稚園の送り迎えも全部やってくれて
そんなの勉強する時間どこにあるんだよ？""	
	""たまたま見つけたここの無料セミナーに
行っただけなんです...""
""は？それでできるようになるんかよ？
それはお前が頭良すぎるだけだろうがよ""	
	""たった2時間で
AIの使い方から月10万稼ぐ方法まで
本当に1から教えてくれて...""
""あぁ？
2時間で誰でもできるようになるわけじゃないんだろ？
ただお前が天才すぎんだよ""	
	""で、でも実際に
この無料セミナーに参加して3週間で月収7万とか
約1ヶ月で20万稼いでる人もいるんです...""
""そいつらもお前と同じで頭良かっただけだろ！
しかも本当に無料なんか？お前が可愛かったから
サービスしてくれたんだよ""	
	それが本当に無料で受けれたんです... 
""本当か？
でもなんでそんなこと無料で教えてくれるんだよ？""	
	""実はこれ
AI専門家の木内さんって人が
日本をAI先進国にしたくて
今だけ無料でやってるらしくて...""
	""Xのフォロワーも
10万人以上いてすごいひとなんです...""
""木内さん？
調べてみたらキングコング西野さんも
認めててほんとにすごい人じゃねーか""	
	""しかも今だけ参加者限定で
「AI副業案件集」とかの12大特典がもらえるんです...""
	""オンラインで
顔出しも要らなかったから気軽に参加できました...""
""そんなセミナー
絶対参加した方がいいじゃねーか""	
""もうあとは俺がやるから
お前は楽しく生きてくれてりゃいいんだよ""	
	""これ、もう10万人以上が参加してる
人気無料セミナーだから""
	""興味あるなら
早めに申し込んだ方がいいですよ...""",0.14%,2.10%,6.59%,12,0.139%
"AI初心者で主婦の私が副業で月収30万達成できて、ほんとびっくりしてる
""数ヶ月前まで ChatGPT って何？って感じだったのに、
今では家事しながらでもお手軽に稼げてるの""
AI初心者で主婦の私が副業で月収30万達成できて、ほんとびっくりしてる
""数ヶ月前まで旦那の給与が低すぎて文句ばかり言ってたのに、
今では隙間時間に稼げて貯金増やせてるの""
AI初心者の私が副業で月収30万達成できて、ほんとびっくりしてる。
""時給1000円のパートで体力的にきつかったのに、
今では自宅で楽に稼げてるの""
ほんとにすごい
AI難しそうとか怪しいって思ってる人は、自己流で勉強して損する前にプロに教えてもらった方がいいよ
ほんとにおすすめ
私もこの2時間の無料セミナー見て AI副業の勉強を始めたんだけど
AI初心者でも、2時間でAIの使い方から月10万稼ぐ方法まで超簡単にわかってしまった
とはいえ私も最初はちょっと怪しんじゃう性格だから、正直不安だったんだけど
実はこれ、あのキングコング西野さんも認めた AI専門家の木内さんが運営してるセミナーだから安心だった
人気が殺到してていつ終わるかわからないらしいから、
ちょっと AI に興味ある人は今すぐ無料セミナー予約してみて




",0.14%,2.10%,6.70%,12,0.141%
"""速報です。
30代会社員の私でも月15万稼げる方法が判明しました""
それがAI副業ですね
正直最初は「そんなうまい話あるわけない」って思ってました
でも調べてみたら、今AI人材が圧倒的に不足していて、簡単なAI作業でも高単価で依頼が殺到してるんです

実際、AI市場が180兆円規模なのに使える人が足りない状況で、まさにAI人材バブルなんですよね

だから私みたいなパソコン苦手な人でも、ちょっとAIを覚えるだけで企業から引っ張りだこになれる時代なんです

「でも勉強が大変そう...」って思いますよね？
""なので、少しでも楽に学びたい人は
これ行ってください""
実はこれ、あのキングコング西野さんも認めたAI専門家木内さんが、たった2時間で実践的なAIスキルを教えてくれるんです

私もこれで月15万稼げるようになったし、他の参加者も1ヶ月で20万、4ヶ月で80万稼いでる人がいます

しかもこのセミナー、通常10000円のところ今だけ無料開放してくれてます

オンラインで顔出し不要だし、枠が埋まったら終了なので、興味ある人は今すぐチェックしてみてください",0.11%,1.37%,8.26%,10,0.113%
"""A：はぁ～、今年の夏詰んだかも...（時給：0円表示）
B：えーどうしたん？(時給：3,000円表示、カウンター回転中)
A：お金なくて働かないとだけど、そうすると遊ぶ時間が無くなる…（時給：0円表示）
B：分かる...(時給：3,000円→3,100円に上昇）
A：ゆあちーは？（時給：0円）""
そうね...でも最近ちょっと余裕あんだよね（時給：3,100円→3,000円）
え、てかさっきからなんで数字増えてんの？（時給：0円）
実は最近、副業始めたんだよね（時給：3,000円→3,200円）
えっ副業？パパ活とかじゃなくて？（時給：0円）
ちげーよｗ、AI副業。それで最近ちょっと贅沢できてるんだよね（時給：3,200円→3,100円）
AI副業？何それ？（時給：0円）
こうしてる間もAIが自動で稼いでくれんだよ。ほら、時給も上がってく！（時給：3,100円→3,300円）
え、買い物してただけなのに！どこで知ったん？
SHIFT AIってとこの無料セミナーで教えてもらった
無料？怪しすぎるだろ…
あーしも最初そう思ったけど...運営してる木内さんって人がアべマとかに出てるAIの専門家の人らしいんだよね
2時間だけで、あーしみたいなAI使ったことない人にも1から全部教えてくれた。
マジ？ちょー優しいじゃん
今ではネイルも美容院も値段気にせず行けてる
えぐっ...
しかも今なら無料でAI副業案件集とかの特典ももらえるらしい
人気で申し込みが殺到してるみたいだから、興味あるなら早めに申し込んだ方がいいかも",0.11%,1.52%,7.25%,10,0.110%
"""田本教授！（K）
メルカリで副業始めて月2万円稼げるようになりました！(K）
それだいぶ損してますね（田本）""
""（AIコンサルタント5年）田本さん！（K)
夫の稼ぎだけじゃお金足りなくて、
バイトしようと思うんですけどおすすめありますか！（K）
バイトする時代はもう古いですね、、（田本）""
""（AI投資家8年）田本さん！
資格とか何にもない私でも、できる副業とかってありますか、、、
今の副業に資格とかいらないですよ（田本）""
え?どういうことですか? 
今、日本では急激にAIが発展しています
Chatgptは聞いたことありますよね？
はい、、！
あれを皮切りにAIバブルの時代になったんです
じゃあAIとかで稼ぐってことですか？
その通り！AIを使った副業をやるべきです。
AIを本当に使いこなせてる人はまだ少ないので
ちょっと学ぶだけで、簡単に副業として月10万円くらい稼げるんですよ。
でも…AIって難しそうだし、理解できますかねー？（K）
確かに不安ですよね、だったらこのセミナーで１から教えてもらっちゃってください！
実際にセミナーを受けた人の中には
1ヶ月で月15万、2ヶ月で月40万円稼いでる人もいるみたいですからね。
そんなセミナー怪しくないですか？（K）
実は運営してるのはアベマ出演経験のあるAI専門家・木内さんで
すでに参加者10万人超え、満足度94％もあるそうです。
それなら、私にもできる気がしてきました
興味あるなら
今だけ完全無料なので、予約枠が埋まる前に申し込んだ方がいいですよ。」",0.24%,2.23%,10.87%,10,0.243%
"""ねね、会議のスライド爆速で作ってくれるAIとかない？
ん～、それならGenspark使うといいかも…""
Genspark？何それ？
あーまだ使ったことない？これ使えば元データ入れて10分待てばいい感じのスライド作れるんよ
うわガチ神。じゃあさ、市場調査とか競合分析一瞬でできるAIとかない？
それならPerplexity使うといいよ。
これはどんなAIなの？
これは情報検索がスゴくて、調べたいこと入れるだけでChatGPTよりも10倍速く正確にまとめてくれるんよ
マジ助かるわー、せんきゅ。でもなんでそんなにAI詳しいん？
SHIFT AIってとこの無料セミナーで教えてもらった
え、無料？怪しくない？
うちも最初はそう思ってたんだけど…AI専門家の木内さんって人がやってて、すでに10万人以上参加してるらしいんだよ
2時間だけで、AIの使い方から副業で月10万稼ぐ方法まで教えてくれて…
すげーな…
おかげで残業はないし副業で稼いだお金で買い物し放題よ
マジかよ、めっちゃ羨ましいわ…
でもうち、めっちゃ後悔してるんよ
え？やっぱ裏あるんだ…
""だってさ、今なら無料でAI副業案件集とかの特典も貰えるんだよ！
うちの時はなかったからさ…""
人気で申し込みが殺到してるみたいだから、興味あるなら早めに申し込んだ方がいいよ",0.09%,1.52%,5.78%,10,0.088%
"""子育て苦手な私でも
AI副業を始めて遂に月収50万""
マジでビックリ！
""数年前まではAI副業って何？怪しくない？
って感じだったのに""
""今では家事しながらでも
夫より稼げちゃってるのすごくない？""
""AIとか難しそう、怪しいって
思ってる人は""
""自己流で勉強して損する前に
ここの無料セミナーに参加してみて！""
私も実際に参加してみたら
""たった2時間でAIの使い方から
月10万稼ぐ方法とかも知れたから""
ほんとにすごかった。。。
実際に、参加した人の中には
""4ヶ月で月収100万とか
約1ヶ月で250万稼いでる人もいました""
""実はこれ、あのキングコング西野さんも認めた 
AI専門家の木内さんが運営してるセミナーで""
""木内さんの『日本をAI先進国に』という想いから
今だけ完全無料らしいです""
しかも今だけ参加者限定で
""「AI副業案件集」などの豪華12大特典がもらえるから
明日から仕事楽にできちゃいます""
""さらに、オンラインで顔出し不要なので、
誰でも気軽に参加できます""
枠が埋まったら即終了らしいから
""AI身につけたい人は
今すぐLINE追加してみた方が良いと思う！""",0.09%,1.47%,5.95%,10,0.087%
"""""""実は私、
これで月15万稼いでます""""
""""実はもう『AIを使いこなせる人』と『使えない人』
の生産性に10倍差がついてます""""
""""でもAIって難しそうで、
自分で勉強するのは面倒ですよね""""
""""なので、まじでAI使って仕事楽にしたい人は
このセミナー無料で参加できるので行ってください""""
""""たった2時間でAIの使い方から
月10万稼ぐ方法とかも知れるんで""""
控えめに言って神です
実際に、この無料セミナーに参加した人の中には
""""4ヶ月で月収100万とか
約1ヶ月で250万稼いでる人もいます""""
""""実はこれ、あのキングコング西野さんも認めた 、
AI専門家の木内さんが運営しているセミナーで""""
""""木内さんの『日本をAI先進国に』という想いから
今だけ完全無料らしいです""""
しかも今だけ参加者限定で
""""『ChatGPT大全』などの豪華10大特典がもらえるんで、
明日から仕事楽にできちゃいます""""
""""さらに、オンラインで顔出し不要なので、
誰でも気軽に参加できます""""
枠が埋まったら即終了なので、
""""AI身につけたい人は今すぐLINE追加して
無料セミナー予約してみてください""""""",0.11%,1.53%,7.14%,10,0.109%
