台本,2s視聴率,CTR,CVR,CV数,CTR×CVR
"ここだけ太ってるひと
それディオクリニックにお任せください
""だって今
7月31日までの期間限定で""
""お腹の脂肪だけを減らす
医療ダイエットモニターを絶賛大募集中！""
""通常100万以上する医療ダイエットを
100万円分無料でご案内してるんです！！""
なんでこんな募集してるかっていうと！
""「おっぱい残したまま痩せたいんだよな！」「医療ダイエット気になるけど、高すぎる！」
というお声をお客様からたくさんいただいたので！""
お腹痩せモニターとして、募集を開始しました！
もちろん顔出しなどは一切ございません！
""医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""3ヶ月で-15キロ簡単に目指せて
リバウンドほぼ0の体にさせていただきやーす！""
""しかも今なら
超絶話題のマンジャロちゃんを
なんと！
1ヶ月分無料でプレゼントさせていただきます！""
もうまじでやらない理由なくない！？（店員の顔アップ）
""でも一点だけ注意で
流石に赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます！""
""検索しても
モニター募集の
ページは見つからないので""
お腹の脂肪減らしたいって人は
""今すぐ
詳細をチェックしてみてください""",50.30%,13.10%,0,0,0.000%
"ここだけ太ってる男性
絶対聞いて！
100万円分無料でいいので
あなたの脂肪取らせてください！""
""突然ですが
男性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年寒くなると
来店が少なくなるので
冬用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",55.60%,20.20%,0,0,0.000%
"ここだけ太ってるひと
それディオクリニックにお任せください
""だって今
7月31日までの期間限定で""
""お腹の脂肪だけを減らす
医療ダイエットモニターを絶賛大募集中！""
""通常100万以上する医療ダイエットを
100万円分無料でご案内してるんです！！""
なんでこんな募集してるかっていうと！
""「おっぱい残したまま痩せたいんだよな！」「医療ダイエット気になるけど、高すぎる！」
というお声をお客様からたくさんいただいたので！""
お腹痩せモニターとして、募集を開始しました！
もちろん顔出しなどは一切ございません！
""医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""3ヶ月で-15キロ簡単に目指せて
リバウンドほぼ0の体にさせていただきやーす！""
""しかも今なら
超絶話題のマンジャロちゃんを
なんと！
1ヶ月分無料でプレゼントさせていただきます！""
もうまじでやらない理由なくない！？（店員の顔アップ）
""でも一点だけ注意で
流石に赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます！""
""検索しても
モニター募集の
ページは見つからないので""
お腹の脂肪減らしたいって人は
""今すぐ
詳細をチェックしてみてください""",48.20%,12.40%,0,0,0.000%
"ここだけ太ってるひと
それディオクリニックにお任せください
""だって今
7月31日までの期間限定で""
""お腹の脂肪だけを減らす
医療ダイエットモニターを絶賛大募集中！""
""通常100万以上する医療ダイエットを
100万円分無料でご案内してるんです！！""
なんでこんな募集してるかっていうと！
""「おっぱい残したまま痩せたいんだよな！」「医療ダイエット気になるけど、高すぎる！」
というお声をお客様からたくさんいただいたので！""
お腹痩せモニターとして、募集を開始しました！
もちろん顔出しなどは一切ございません！
""医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""3ヶ月で-15キロ簡単に目指せて
リバウンドほぼ0の体にさせていただきやーす！""
""しかも今なら
超絶話題のマンジャロちゃんを
なんと！
1ヶ月分無料でプレゼントさせていただきます！""
もうまじでやらない理由なくない！？（店員の顔アップ）
""でも一点だけ注意で
流石に赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます！""
""検索しても
モニター募集の
ページは見つからないので""
お腹の脂肪減らしたいって人は
""今すぐ
詳細をチェックしてみてください""",49.80%,13.30%,0,0,0.000%
"お、変なダイエットやってる人見つけました！
今100万円分無料で医療ダイエットやってるのに
行ってないのなあぜなあぜ？
え、もっと早く言えよ！
突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年寒くなると
来店が少なくなるので
冬用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",86.10%,49.60%,0,0,0.000%
"ここだけ太ってるひと
それディオクリニックにお任せください
""だって今
7月31日までの期間限定で""
""お腹の脂肪だけを減らす
医療ダイエットモニターを絶賛大募集中！""
""通常100万以上する医療ダイエットを
100万円分無料でご案内してるんです！！""
なんでこんな募集してるかっていうと！
""「おっぱい残したまま痩せたいんだよな！」「医療ダイエット気になるけど、高すぎる！」
というお声をお客様からたくさんいただいたので！""
お腹痩せモニターとして、募集を開始しました！
もちろん顔出しなどは一切ございません！
""医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""3ヶ月で-15キロ簡単に目指せて
リバウンドほぼ0の体にさせていただきやーす！""
""しかも今なら
超絶話題のマンジャロちゃんを
なんと！
1ヶ月分無料でプレゼントさせていただきます！""
もうまじでやらない理由なくない！？（店員の顔アップ）
""でも一点だけ注意で
流石に赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます！""
""検索しても
モニター募集の
ページは見つからないので""
お腹の脂肪減らしたいって人は
""今すぐ
詳細をチェックしてみてください""",62.70%,17.90%,0,0,0.000%
"お腹だけ太ってるひと
それディオクリニックにお任せください
""だって今
7月31日までの期間限定で""
""お腹の脂肪だけを減らす
医療ダイエットモニターを絶賛大募集中！""
""通常100万以上する医療ダイエットを
100万円分無料でご案内してるんです！！""
なんでこんな募集してるかっていうと！
""「おっぱい残したまま痩せたいんだよな！」「医療ダイエット気になるけど、高すぎる！」
というお声をお客様からたくさんいただいたので！""
お腹痩せモニターとして、募集を開始しました！
もちろん顔出しなどは一切ございません！
""医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""3ヶ月で-15キロ簡単に目指せて
リバウンドほぼ0の体にさせていただきやーす！""
""しかも今なら
超絶話題のマンジャロちゃんを
なんと！
1ヶ月分無料でプレゼントさせていただきます！""
もうまじでやらない理由なくない！？（店員の顔アップ）
""でも一点だけ注意で
流石に赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます！""
""検索しても
モニター募集の
ページは見つからないので""
お腹の脂肪減らしたいって人は
""今すぐ
詳細をチェックしてみてください""",65.70%,25.60%,0,0,0.000%
"ここだけ太ってる女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",23.70%,2.00%,0,0,0.000%
"ここだけ太ってる女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",45.70%,12.10%,0,0,0.000%
"すぐにでも15キロ痩せなきゃいけない女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",43.40%,9.30%,0,0,0.000%
"すぐにでも15キロ痩せなきゃいけない女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",32.0%,7.0%,0,0,0.000%
"すぐにでも15キロ痩せなきゃいけない女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",39.30%,7.50%,0,0,0.000%
"結婚式に向けて15キロ痩せたい女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",45.50%,10.70%,0,0,0.000%
"ここだけ太ってる女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",50.90%,13.30%,0,0,0.000%
"ここだけ太ってる女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",39.50%,6.40%,0,0,0.000%
"結婚式に向けて15キロ痩せたい女性
絶対聞いて
１００万円分無料でいいのであなたの脂肪取らせてください
""突然ですが
女性ダイエットモニターが
全然足りてません！""
""現在人気爆発中の
医療ダイエットなのですが""
""毎年暑くなると
来店が少なくなるので
夏用のデータが全くないんです。。。""
""なので30分寝てるだけでいいので
データ取らせていただけませんか？""
""食事制限、運動、サプリ
一切必要なし""
""もちろん
顔出しなども全くございません！""
""最新医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""-15kg簡単に目指せて
99％リバウンドしない体にさせていただきます""
""どうせ後出しでの追加料金とかあると思ってる方も
ご安心ください""
今DIOクリニックなら
""モニター価格として
100万円分全額負担させていただきます""
""もちろん
無理な勧誘や後出しでの追加料金も一切ございません""
""でも流石に
赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます。""
""検索しても
モニター募集の
ページは見つからないので""
少しでも楽に痩せたい方は
""今すぐ
詳細をチェックしてみてください""",46.20%,13.70%,0,0,0.000%
"""「体重55キロ以上の女性！それディオクリニックにお任せください！」
""
""だって今
7月31日までの期間限定で""
""お腹の脂肪だけを減らす
医療ダイエットモニターを絶賛大募集中！""
""通常100万以上する医療ダイエットを
100万円分無料でご案内してるんです！！""
なんでこんな募集してるかっていうと！
""「おっぱい残したまま痩せたいんだよな！」「医療ダイエット気になるけど、高すぎる！」
というお声をお客様からたくさんいただいたので！""
お腹痩せモニターとして、募集を開始しました！
もちろん顔出しなどは一切ございません！
""医療の力で
肥満原因の
脂肪細胞を破壊するので、""
""3ヶ月で-15キロ簡単に目指せて
リバウンドほぼ0の体にさせていただきやーす！""
""しかも今なら
超絶話題のマンジャロちゃんを
なんと！
1ヶ月分無料でプレゼントさせていただきます！""
もうまじでやらない理由なくない！？（店員の顔アップ）
""でも一点だけ注意で
流石に赤字覚悟ですので""
""先着5名限定
埋まったら即終了とさせていただきます！""
""検索しても
モニター募集の
ページは見つからないので""
お腹の脂肪減らしたいって人は
""今すぐ
詳細をチェックしてみてください""",,,,,0.000%
